experiment,model,family,algorithm,seed_index,episode_k,instant_regret,cumulative_regret,welfare,source
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,7,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,8,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,9,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,10,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,11,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,12,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,13,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,14,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,15,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,16,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,17,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,18,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,19,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,map_greedy,4,20,0,0.33,2.95,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,1,1.42,1.42,1.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,2,2.3,3.72,0.68,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,3,0.74,4.46,2.24,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,4,2.73,7.19,0.25,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,5,0,7.19,2.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,6,1.42,8.61,1.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,7,1.14,9.75,1.84,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,8,1.42,11.17,1.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,9,0.46,11.63,2.52,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,10,0,11.63,2.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,11,1.42,13.05,1.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,12,0,13.05,2.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,13,1.42,14.47,1.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,14,1.12,15.59,1.86,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,15,0.74,16.33,2.24,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,16,1.48,17.81,1.5,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,17,1.66,19.47,1.32,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,18,0.05,19.52,2.93,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,19,0.05,19.57,2.93,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,0,20,0,19.57,2.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,1,2.16,2.16,0.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,2,1.02,3.18,1.92,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,3,0.96,4.14,1.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,4,0,4.14,2.94,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,5,1.02,5.16,1.92,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,6,1.24,6.4,1.7,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,7,0.53,6.93,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,8,0,6.93,2.94,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,9,0.48,7.41,2.46,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,10,1.06,8.47,1.88,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,11,0.53,9,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,12,1.4,10.4,1.54,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,13,0.53,10.93,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,14,0,10.93,2.94,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,15,0,10.93,2.94,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,16,0.53,11.46,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,17,0.53,11.99,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,18,1.4,13.39,1.54,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,19,0.96,14.35,1.98,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,1,20,0.53,14.88,2.41,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,1,1.04,1.04,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,2,0.44,1.48,1.72,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,3,1.04,2.52,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,4,0.94,3.46,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,5,1.04,4.5,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,6,0.94,5.44,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,7,1.2,6.64,0.96,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,8,0.94,7.58,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,9,1.74,9.32,0.42,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,10,0.5,9.82,1.66,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,11,0.08,9.9,2.08,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,12,0.14,10.04,2.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,13,0.94,10.98,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,14,0.94,11.92,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,15,0.5,12.42,1.66,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,16,1.04,13.46,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,17,1.04,14.5,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,18,1.04,15.54,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,19,1.04,16.58,1.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,2,20,0.94,17.52,1.22,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,1,1.65,1.65,0.75,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,2,0.55,2.2,1.85,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,3,0.54,2.74,1.86,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,4,0.62,3.36,1.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,5,0,3.36,2.4,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,6,0,3.36,2.4,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,7,0.52,3.88,1.88,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,8,1.2,5.08,1.2,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,9,1.65,6.73,0.75,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,10,0.62,7.35,1.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,11,1.38,8.73,1.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,12,0,8.73,2.4,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,13,1.38,10.11,1.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,14,0.62,10.73,1.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,15,1.38,12.11,1.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,16,0.62,12.73,1.78,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,17,0.4,13.13,2,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,18,1.38,14.51,1.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,19,1.65,16.16,0.75,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,3,20,1.2,17.36,1.2,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,1,1.38,1.38,1.32,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,2,0,1.38,2.7,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,3,1.25,2.63,1.45,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,4,1.25,3.88,1.45,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,5,1.26,5.14,1.44,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,6,1.42,6.56,1.28,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,7,1.25,7.81,1.45,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,8,1.18,8.99,1.52,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,9,1.26,10.25,1.44,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,10,1.26,11.51,1.44,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,11,1.25,12.76,1.45,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,12,1.26,14.02,1.44,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,13,0.68,14.7,2.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,14,1.82,16.52,0.88,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,15,0,16.52,2.7,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,16,0.68,17.2,2.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,17,0.68,17.88,2.02,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,18,1.25,19.13,1.45,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,19,0.14,19.27,2.56,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,psrl_notype,4,20,0,19.27,2.7,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,1,2.88,2.88,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,2,2.88,5.76,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,3,2.88,8.64,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,4,2.88,11.52,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,5,2.88,14.4,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,6,1.95,16.35,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,7,1.95,18.3,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,8,1.95,20.25,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,9,1.95,22.2,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,10,1.95,24.15,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,11,1.95,26.1,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,12,1.95,28.05,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,13,1.95,30,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,14,1.95,31.95,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,15,1.95,33.9,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,16,1.95,35.85,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,17,0.65,36.5,2.35,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,18,2.88,39.38,0.12,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,19,1.95,41.33,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,0,20,1.95,43.28,1.05,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,1,1.544945221,1.544945221,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,2,1.544945221,3.089890442,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,3,1.544945221,4.634835663,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,4,1.59,6.224835663,0.87,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,5,1.544945221,7.769780883,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,6,1.544945221,9.314726104,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,7,1.544945221,10.85967133,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,8,1.544945221,12.40461655,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,9,0.08,12.48461655,2.38,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,10,1.544945221,14.02956177,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,11,1.544945221,15.57450699,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
E5_cross_model_c19_beta0p25_K20,gpt-5.4-nano,Native,iql,1,12,1.544945221,17.11945221,0.9150547791,results/cloudgpt/E2_gpt_5_4_nano_20260317_c19_beta0p25.npz
